"";"cluster";"x";"y";"entity";"entity_type";"size";"color";"display"
"253";33;-32,270042;-61,599537;"air_seal";"ngram";1;"#BA2B7F";"AIR SEAL"
"254";0;-13,97237;-75,81522;"air_separation_module";"ngram";1;"#D01702";"AIR SEPARATION MODULE"
"255";0;-18,569126;-70,354744;"air_speed";"ngram";1;"#D01702";"AIR SPEED"
"256";0;-15,966905;-81,6473;"air_swirler";"ngram";1;"#D01702";"AIR SWIRLER"
"257";4;4,628149;-47,21613;"air_tight_manner";"ngram";1;"#E10291";"AIR TIGHT MANNER"
"258";26;-54,611717;31,43153;"air_traffic_control_facility";"ngram";1;"#BBC18F";"AIR TRAFFIC CONTROL FACILITY"
"259";26;-53,648415;31,777895;"air_traffic_system";"ngram";1;"#BBC18F";"AIR TRAFFIC SYSTEM"
"260";37;9,871681;-53,597248;"air_transfer";"ngram";1;"#BA3F2C";"AIR TRANSFER"
"261";26;-51,820435;29,09465;"airborne_object";"ngram";1;"#BBC18F";"AIRBORNE OBJECT"
"262";26;-49,232883;37,263226;"airborne_radio";"ngram";1;"#BBC18F";"AIRBORNE RADIO"
"263";5;-59,84828;17,89265;"aircraft_airframe";"ngram";1;"#00E1E1";"AIRCRAFT AIRFRAME"
"264";26;-48,660717;38,63216;"aircraft_antenna";"ngram";1;"#BBC18F";"AIRCRAFT ANTENNA"
"265";26;-47,216255;23,074987;"aircraft_application";"ngram";1;"#BBC18F";"AIRCRAFT APPLICATION"
"266";5;-53,102478;24,612976;"aircraft_area";"ngram";1;"#00E1E1";"AIRCRAFT AREA"
"267";37;13,83169;-52,509468;"aircraft_cabin_region";"ngram";1;"#BA3F2C";"AIRCRAFT CABIN REGION"
"268";26;-48,637363;38,388573;"aircraft_communication_system";"ngram";1;"#BBC18F";"AIRCRAFT COMMUNICATION SYSTEM"
"269";5;-49,072044;19,526468;"aircraft_compartment";"ngram";1;"#00E1E1";"AIRCRAFT COMPARTMENT"
"270";5;-60,827705;11,950634;"aircraft_control_surface";"ngram";1;"#00E1E1";"AIRCRAFT CONTROL SURFACE"
"271";26;-52,51122;31,207289;"aircraft_control_system";"ngram";1;"#BBC18F";"AIRCRAFT CONTROL SYSTEM"
"272";5;-60,27973;20,085482;"aircraft_controllability";"ngram";1;"#00E1E1";"AIRCRAFT CONTROLLABILITY"
"273";0;-15,372202;-79,07067;"aircraft_environmental_control_system";"ngram";1;"#D01702";"AIRCRAFT ENVIRONMENTAL CONTROL SYSTEM"
"274";26;-55,405556;28,079432;"aircraft_flight_control";"ngram";1;"#BBC18F";"AIRCRAFT FLIGHT CONTROL"
"275";5;-60,041527;12,260404;"aircraft_flight_control_surface";"ngram";1;"#00E1E1";"AIRCRAFT FLIGHT CONTROL SURFACE"
"276";5;-58,96534;12,204545;"aircraft_flight_control_system";"ngram";1;"#00E1E1";"AIRCRAFT FLIGHT CONTROL SYSTEM"
"277";26;-56,90423;31,861143;"aircraft_flight_deck";"ngram";1;"#BBC18F";"AIRCRAFT FLIGHT DECK"
"278";47;-35,673523;37,247334;"aircraft_flight_parameter";"ngram";1;"#BA671F";"AIRCRAFT FLIGHT PARAMETER"
"279";0;-16,2923;-73,95977;"aircraft_fuel_system";"ngram";1;"#D01702";"AIRCRAFT FUEL SYSTEM"
"280";37;11,035115;-56,59224;"aircraft_fuel_tank";"ngram";1;"#BA3F2C";"AIRCRAFT FUEL TANK"
"281";28;-56,131874;-53,851196;"aircraft_gas_turbine";"ngram";1;"#BB3739";"AIRCRAFT GAS TURBINE"
"282";28;-56,879578;-54,57009;"aircraft_gas_turbine_engine";"ngram";1;"#BB3739";"AIRCRAFT GAS TURBINE ENGINE"
"283";43;-49,164024;13,219003;"aircraft_interior_equipment_component";"ngram";1;"#BAF0DE";"AIRCRAFT INTERIOR EQUIPMENT COMPONENT"
"284";7;35,030037;-34,523525;"aircraft_interior_panel";"ngram";1;"#E19239";"AIRCRAFT INTERIOR PANEL"
"285";5;-61,140533;22,91179;"aircraft_load";"ngram";1;"#00E1E1";"AIRCRAFT LOAD"
"286";5;-58,53232;28,88391;"aircraft_motion";"ngram";1;"#00E1E1";"AIRCRAFT MOTION"
"287";5;-49,201817;17,14989;"aircraft_passenger_cabin";"ngram";1;"#00E1E1";"AIRCRAFT PASSENGER CABIN"
"288";19;-25,408659;-7,7097583;"aircraft_passenger_seat";"ngram";1;"#BBDF60";"AIRCRAFT PASSENGER SEAT"
"289";26;-56,681957;32,518124;"aircraft_performance_datum";"ngram";1;"#BBC18F";"AIRCRAFT PERFORMANCE DATUM"
"290";28;-59,083984;-50,835213;"aircraft_propulsion_system";"ngram";1;"#BB3739";"AIRCRAFT PROPULSION SYSTEM"
"291";5;-57,0904;17,04872;"aircraft_pylon";"ngram";1;"#00E1E1";"AIRCRAFT PYLON"
"292";5;-49,22114;19,00829;"aircraft_region";"ngram";1;"#00E1E1";"AIRCRAFT REGION"
"293";5;-61,251396;12,99934;"aircraft_rotor";"ngram";1;"#00E1E1";"AIRCRAFT ROTOR"
"294";5;-58,815968;11,999057;"aircraft_rudder";"ngram";1;"#00E1E1";"AIRCRAFT RUDDER"
"295";48;-14,797231;2,2988272;"aircraft_seat_assembly";"ngram";1;"#BA999D";"AIRCRAFT SEAT ASSEMBLY"
"296";26;-53,170506;32,904045;"aircraft_software";"ngram";1;"#BBC18F";"AIRCRAFT SOFTWARE"
"297";28;-52,927715;-45,683994;"aircraft_turbojet";"ngram";1;"#BB3739";"AIRCRAFT TURBOJET"
"298";0;-18,75493;-70,1625;"aircraft_turboprop_engine";"ngram";1;"#D01702";"AIRCRAFT TURBOPROP ENGINE"
"299";37;15,350906;-53,79324;"aircraft_zone";"ngram";1;"#BA3F2C";"AIRCRAFT ZONE"
"300";38;-0,74893415;-81,01787;"airflow_inlet";"ngram";1;"#BA9705";"AIRFLOW INLET"
"301";38;0,115541644;-81,30251;"airflow_outlet";"ngram";1;"#BA9705";"AIRFLOW OUTLET"
"302";28;-53,335205;-52,110455;"airflow_separation";"ngram";1;"#BB3739";"AIRFLOW SEPARATION"
"303";0;-15,1794615;-80,06779;"airflow_stream";"ngram";1;"#D01702";"AIRFLOW STREAM"
"304";13;-46,168392;-62,710552;"airflow_surface";"ngram";1;"#C0C0C0";"AIRFLOW SURFACE"
"305";13;-52,597645;-63,407986;"airfoil_array";"ngram";1;"#C0C0C0";"AIRFOIL ARRAY"
"306";13;-50,34284;-61,035725;"airfoil_assembly";"ngram";1;"#C0C0C0";"AIRFOIL ASSEMBLY"
"307";13;-51,533546;-63,01088;"airfoil_base";"ngram";1;"#C0C0C0";"AIRFOIL BASE"
"308";28;-51,196766;-50,214607;"airfoil_blade";"ngram";1;"#BB3739";"AIRFOIL BLADE"
"309";13;-51,523026;-62,508232;"airfoil_body";"ngram";1;"#C0C0C0";"AIRFOIL BODY"
"310";13;-49,98547;-61,167297;"airfoil_component";"ngram";1;"#C0C0C0";"AIRFOIL COMPONENT"
"311";13;-51,90889;-57,99615;"airfoil_cross_section";"ngram";1;"#C0C0C0";"AIRFOIL CROSS SECTION"
"312";13;-50,41478;-61,602356;"airfoil_edge";"ngram";1;"#C0C0C0";"AIRFOIL EDGE"
"313";13;-45,28735;-58,11005;"airfoil_member";"ngram";1;"#C0C0C0";"AIRFOIL MEMBER"
"314";13;-50,50053;-55,9302;"airfoil_part";"ngram";1;"#C0C0C0";"AIRFOIL PART"
"315";13;-52,658916;-63,911827;"airfoil_platform";"ngram";1;"#C0C0C0";"AIRFOIL PLATFORM"
"316";13;-49,08644;-60,798668;"airfoil_portion";"ngram";1;"#C0C0C0";"AIRFOIL PORTION"
"317";13;-50,347424;-59,157627;"airfoil_section";"ngram";1;"#C0C0C0";"AIRFOIL SECTION"
"318";13;-52,19761;-63,803925;"airfoil_tip";"ngram";1;"#C0C0C0";"AIRFOIL TIP"
"319";13;-49,518013;-63,07937;"airfoil_wall";"ngram";1;"#C0C0C0";"AIRFOIL WALL"
"320";25;18,060904;32,1348;"airglow";"ngram";1;"#BB68B6";"AIRGLOW"
"321";28;-53,085575;-45,843464;"airplane_turbojet";"ngram";1;"#BB3739";"AIRPLANE TURBOJET"
"322";26;-47,14016;26,47924;"airspace";"ngram";1;"#BBC18F";"AIRSPACE"
"323";40;62,859802;-15,153994;"al_ga";"ngram";1;"#BA0DAE";"AL GA"
"324";16;3,8482697;63,10342;"alarm_device";"ngram";1;"#BBFD30";"ALARM DEVICE"
"325";12;-23,184303;46,163902;"alarm_generation";"ngram";1;"#A020F0";"ALARM GENERATION"
"326";16;4,4502325;63,25346;"alarm_module";"ngram";1;"#BBFD30";"ALARM MODULE"
"327";12;-19,148138;49,32849;"alarm_threshold";"ngram";1;"#A020F0";"ALARM THRESHOLD"
"328";23;-22,912207;72,95059;"alert_datum";"ngram";1;"#BBF20D";"ALERT DATUM"
"329";16;0,34910128;59,347004;"alert_signal";"ngram";1;"#BBFD30";"ALERT SIGNAL"
"330";40;60,34433;-10,96424;"algaas_layer";"ngram";1;"#BA0DAE";"ALGAAS LAYER"
"331";12;-19,980919;58,08494;"algorithm_portion";"ngram";1;"#A020F0";"ALGORITHM PORTION"
"332";32;-20,868235;-31,489944;"align_aperture";"ngram";1;"#BAE753";"ALIGN APERTURE"
"333";21;28,481304;14,826164;"align_optical_fiber";"ngram";1;"#BB5509";"ALIGN OPTICAL FIBER"
"334";36;-24,179607;-12,854639;"align_position";"ngram";1;"#BAFA01";"ALIGN POSITION"
"335";22;-13,189658;-33,068695;"alignment_hole";"ngram";1;"#BBADE2";"ALIGNMENT HOLE"
"336";1;-0,9529632;63,91961;"alignment_module";"ngram";1;"#54BD01";"ALIGNMENT MODULE"
"337";22;-14,760305;-34,974995;"alignment_opening";"ngram";1;"#BBADE2";"ALIGNMENT OPENING"
"338";22;-18,289227;-32,20933;"alignment_pin";"ngram";1;"#BBADE2";"ALIGNMENT PIN"
"339";22;-18,747883;-32,08666;"alignment_plate";"ngram";1;"#BBADE2";"ALIGNMENT PLATE"
"340";25;16,984156;26,794796;"alignment_sensor";"ngram";1;"#BB68B6";"ALIGNMENT SENSOR"
"341";22;-9,862303;-18,802471;"alignment_stud";"ngram";1;"#BBADE2";"ALIGNMENT STUD"
"342";22;-12,622448;-32,986153;"alignment_surface";"ngram";1;"#BBADE2";"ALIGNMENT SURFACE"
"343";7;43,244183;-40,20555;"alkali_metal";"ngram";1;"#E19239";"ALKALI METAL"
"344";31;55,466187;-25,268518;"alkaline_earth_oxide";"ngram";1;"#BAB5D5";"ALKALINE EARTH OXIDE"
"345";7;42,82252;-38,79109;"alkoxysilane_moiety";"ngram";1;"#E19239";"ALKOXYSILANE MOIETY"
"346";29;42,857647;62,204338;"all_pass_filter";"ngram";1;"#BB7C64";"ALL PASS FILTER"
"347";23;-21,458118;64,16214;"allocate_task";"ngram";1;"#BBF20D";"ALLOCATE TASK"
"348";31;52,699474;-36,009796;"alloy_component";"ngram";1;"#BAB5D5";"ALLOY COMPONENT"
"349";31;48,17041;-30,822615;"alloy_part";"ngram";1;"#BAB5D5";"ALLOY PART"
"350";31;55,28716;-29,996479;"alloy_substrate";"ngram";1;"#BAB5D5";"ALLOY SUBSTRATE"
"351";41;-15,091047;41,705654;"alphanumeric_information";"ngram";1;"#BA52DA";"ALPHANUMERIC INFORMATION"
"352";14;63,74657;29,518936;"alternate_current_bus";"ngram";1;"#008000";"ALTERNATE CURRENT BUS"
"353";17;-47,752342;-4,816525;"alternate_current_electromagnet";"ngram";1;"#BB425B";"ALTERNATE CURRENT ELECTROMAGNET"
"354";14;65,38145;31,170603;"alternate_current_output";"ngram";1;"#008000";"ALTERNATE CURRENT OUTPUT"
"355";15;-11,811187;14,90491;"alternate_embodiment";"ngram";1;"#87CEEB";"ALTERNATE EMBODIMENT"
"356";12;-31,605362;58,463;"alternate_resource";"ngram";1;"#A020F0";"ALTERNATE RESOURCE"
"357";47;-34,780308;36,848778;"altitude_profile";"ngram";1;"#BA671F";"ALTITUDE PROFILE"
"358";40;55,84718;-16,082228;"alumina_film";"ngram";1;"#BA0DAE";"ALUMINA FILM"
"359";31;58,908863;-33,983833;"aluminide_coating";"ngram";1;"#BAB5D5";"ALUMINIDE COATING"
"360";40;51,742233;-21,75947;"aluminum_al";"ngram";1;"#BA0DAE";"ALUMINUM AL"
"361";31;51,33811;-36,7221;"aluminum_alloy_component";"ngram";1;"#BAB5D5";"ALUMINUM ALLOY COMPONENT"
"362";31;48,751785;-36,18587;"aluminum_alloy_ingot";"ngram";1;"#BAB5D5";"ALUMINUM ALLOY INGOT"
"363";7;46,05723;-32,167408;"aluminum_alloy_material";"ngram";1;"#E19239";"ALUMINUM ALLOY MATERIAL"
"364";31;52,205177;-39,27227;"aluminum_alloy_part";"ngram";1;"#BAB5D5";"ALUMINUM ALLOY PART"
"365";31;55,389675;-33,22729;"aluminum_alloy_substrate";"ngram";1;"#BAB5D5";"ALUMINUM ALLOY SUBSTRATE"
"366";31;52,210514;-30,21856;"aluminum_article";"ngram";1;"#BAB5D5";"ALUMINUM ARTICLE"
"367";28;-50,78986;-53,53452;"aluminum_fan_blade";"ngram";1;"#BB3739";"ALUMINUM FAN BLADE"
"368";30;38,40256;-17,53774;"aluminum_material";"ngram";1;"#BA70AA";"ALUMINUM MATERIAL"
"369";31;55,831127;-25,500418;"aluminum_metal";"ngram";1;"#BAB5D5";"ALUMINUM METAL"
"370";40;54,886463;-16,418423;"aluminum_substrate";"ngram";1;"#BA0DAE";"ALUMINUM SUBSTRATE"
"371";34;23,465336;-17,73036;"alveolar_structure";"ngram";1;"#BA8458";"ALVEOLAR STRUCTURE"
"372";37;22,023119;-63,43147;"ambient_air_pressure";"ngram";1;"#BA3F2C";"AMBIENT AIR PRESSURE"
"373";0;-15,1281185;-79,3424;"ambient_airflow";"ngram";1;"#D01702";"AMBIENT AIRFLOW"
"374";25;24,153011;16,065615;"ambient_electromagnetic_radiation";"ngram";1;"#BB68B6";"AMBIENT ELECTROMAGNETIC RADIATION"
"375";18;-2,2135181;-64,60527;"ambient_fluid";"ngram";1;"#BB9A34";"AMBIENT FLUID"
"376";38;14,108677;-77,5067;"amplification_chamber";"ngram";1;"#BA9705";"AMPLIFICATION CHAMBER"
"377";29;49,23777;59,88411;"amplification_path";"ngram";1;"#BB7C64";"AMPLIFICATION PATH"
"378";9;33,41584;43,81949;"amplification_system";"ngram";1;"#008080";"AMPLIFICATION SYSTEM"
"379";46;38,312077;46,49104;"amplifier_chain";"ngram";1;"#BA22F4";"AMPLIFIER CHAIN"
"380";46;46,32366;40,529015;"amplifier_chip";"ngram";1;"#BA22F4";"AMPLIFIER CHIP"
"381";46;43,34256;48,027355;"amplifier_module";"ngram";1;"#BA22F4";"AMPLIFIER MODULE"
"382";29;41,37801;52,506466;"amplitude_difference";"ngram";1;"#BB7C64";"AMPLITUDE DIFFERENCE"
"383";29;40,57453;53,004803;"amplitude_envelope";"ngram";1;"#BB7C64";"AMPLITUDE ENVELOPE"
"384";6;36,49926;35,653534;"amplitude_modulator";"ngram";1;"#00A5E1";"AMPLITUDE MODULATOR"
"385";9;28,671907;51,433727;"amplitude_peak";"ngram";1;"#008080";"AMPLITUDE PEAK"
"386";9;28,384153;50,749023;"amplitude_range";"ngram";1;"#008080";"AMPLITUDE RANGE"
"387";9;28,830324;49,79383;"amplitude_spectrum";"ngram";1;"#008080";"AMPLITUDE SPECTRUM"
"388";16;13,949821;62,247963;"analog_block";"ngram";1;"#BBFD30";"ANALOG BLOCK"
"389";16;15,367032;59,754467;"analog_circuitry";"ngram";1;"#BBFD30";"ANALOG CIRCUITRY"
"390";1;-13,787947;61,533455;"analysis_information";"ngram";1;"#54BD01";"ANALYSIS INFORMATION"
"391";1;-4,31339;48,098522;"analysis_object";"ngram";1;"#54BD01";"ANALYSIS OBJECT"
"392";22;-12,360871;-28,223148;"anchor_groove";"ngram";1;"#BBADE2";"ANCHOR GROOVE"
"393";25;11,088206;19,10663;"angle_adjustment_unit";"ngram";1;"#BB68B6";"ANGLE ADJUSTMENT UNIT"
"394";27;1,2810204;38,312984;"angle_datum";"ngram";1;"#BB06BB";"ANGLE DATUM"
"395";45;8,517344;6,6735063;"angle_direction";"ngram";1;"#BA6687";"ANGLE DIRECTION"
"396";27;1,4752402;37,52239;"angle_information";"ngram";1;"#BB06BB";"ANGLE INFORMATION"
"397";2;4,6739464;-18,121956;"angle_portion";"ngram";1;"#0088AE";"ANGLE PORTION"
"398";45;6,609026;7,943514;"angle_sum";"ngram";1;"#BA6687";"ANGLE SUM"
"399";45;11,049153;4,8767657;"angle_surface";"ngram";1;"#BA6687";"ANGLE SURFACE"
"400";2;5,6620674;-18,631517;"angle_β";"ngram";1;"#0088AE";"ANGLE Β"
"401";25;12,041153;11,777736;"angle_θ";"ngram";1;"#BB68B6";"ANGLE Θ"
"402";47;-33,324005;22,604235;"angular_acceleration";"ngram";1;"#BA671F";"ANGULAR ACCELERATION"
"403";17;-52,892918;-0,87086356;"angular_deflection";"ngram";1;"#BB425B";"ANGULAR DEFLECTION"
"404";25;19,006027;23,174135;"angular_intensity_distribution";"ngram";1;"#BB68B6";"ANGULAR INTENSITY DISTRIBUTION"
"405";25;11,542024;11,158965;"angular_location";"ngram";1;"#BB68B6";"ANGULAR LOCATION"
"406";43;-44,549206;4,422783;"angular_motion";"ngram";1;"#BAF0DE";"ANGULAR MOTION"
"407";43;-41,26456;0,3342875;"angular_sensor";"ngram";1;"#BAF0DE";"ANGULAR SENSOR"
"408";30;44,936348;-25,26239;"anisotropic_property";"ngram";1;"#BA70AA";"ANISOTROPIC PROPERTY"
"409";33;-35,75353;-60,38991;"annular_array";"ngram";1;"#BA2B7F";"ANNULAR ARRAY"
"410";33;-38,22602;-65,74509;"annular_casing";"ngram";1;"#BA2B7F";"ANNULAR CASING"
"411";49;-21,249548;-58,594173;"annular_clearance";"ngram";1;"#BADDC8";"ANNULAR CLEARANCE"
"412";13;-43,878403;-64,413795;"annular_combustion_chamber";"ngram";1;"#C0C0C0";"ANNULAR COMBUSTION CHAMBER"
"413";28;-58,090553;-56,29685;"annular_combustor";"ngram";1;"#BB3739";"ANNULAR COMBUSTOR"
"414";49;-15,348021;-49,869503;"annular_cover";"ngram";1;"#BADDC8";"ANNULAR COVER"
"415";32;-16,024391;-42,852497;"annular_cross_sectional_shape";"ngram";1;"#BAE753";"ANNULAR CROSS SECTIONAL SHAPE"
"416";49;-17,693365;-55,749115;"annular_cylinder";"ngram";1;"#BADDC8";"ANNULAR CYLINDER"
"417";32;-27,315332;-45,31641;"annular_end_wall";"ngram";1;"#BAE753";"ANNULAR END WALL"
"418";18;-0,45651463;-73,29526;"annular_filter";"ngram";1;"#BB9A34";"ANNULAR FILTER"
"419";32;-24,129162;-46,00987;"annular_fin";"ngram";1;"#BAE753";"ANNULAR FIN"
"420";0;-23,196415;-74,94477;"annular_flow_path";"ngram";1;"#D01702";"ANNULAR FLOW PATH"
"421";38;5,8081203;-77,55807;"annular_flow_space";"ngram";1;"#BA9705";"ANNULAR FLOW SPACE"
"422";45;7,999957;-8,608344;"annular_form";"ngram";1;"#BA6687";"ANNULAR FORM"
"423";17;-58,662643;-12,81547;"annular_gear";"ngram";1;"#BB425B";"ANNULAR GEAR"
"424";33;-40,67682;-64,88017;"annular_inlet";"ngram";1;"#BA2B7F";"ANNULAR INLET"
"425";49;-14,51586;-52,782196;"annular_inner_wall";"ngram";1;"#BADDC8";"ANNULAR INNER WALL"
"426";32;-15,714263;-49,11455;"annular_main_body";"ngram";1;"#BAE753";"ANNULAR MAIN BODY"
"427";33;-41,64169;-57,408566;"annular_main_body_portion";"ngram";1;"#BA2B7F";"ANNULAR MAIN BODY PORTION"
"428";18;0,3497417;-76,68058;"annular_nozzle";"ngram";1;"#BB9A34";"ANNULAR NOZZLE"
"429";49;-14,863589;-50,66311;"annular_outer_wall";"ngram";1;"#BADDC8";"ANNULAR OUTER WALL"
"430";49;-11,62845;-53,29631;"annular_partition";"ngram";1;"#BADDC8";"ANNULAR PARTITION"
"431";20;0,34343207;-30,16785;"annular_pattern";"ngram";1;"#BB10DD";"ANNULAR PATTERN"
"432";32;-16,506628;-46,404465;"annular_piece";"ngram";1;"#BAE753";"ANNULAR PIECE"
"433";48;-9,756017;-9,460056;"annular_platform";"ngram";1;"#BA999D";"ANNULAR PLATFORM"
"434";0;-12,288882;-84,21313;"annular_plenum";"ngram";1;"#D01702";"ANNULAR PLENUM"
"435";32;-11,988543;-41,95597;"annular_pocket";"ngram";1;"#BAE753";"ANNULAR POCKET"
"436";32;-17,323689;-49,672382;"annular_protrusion";"ngram";1;"#BAE753";"ANNULAR PROTRUSION"
"437";36;-11,71214;-15,453065;"annular_ring_portion";"ngram";1;"#BAFA01";"ANNULAR RING PORTION"
"438";42;-62,344887;-22,48751;"annular_rotor";"ngram";1;"#BAABB3";"ANNULAR ROTOR"
"439";33;-38,422657;-59,49152;"annular_row";"ngram";1;"#BA2B7F";"ANNULAR ROW"
"440";32;-25,601757;-44,9962;"annular_seal_body";"ngram";1;"#BAE753";"ANNULAR SEAL BODY"
"441";32;-18,496288;-45,147507;"annular_seal_surface";"ngram";1;"#BAE753";"ANNULAR SEAL SURFACE"
"442";32;-16,368826;-44,278736;"annular_shoulder";"ngram";1;"#BAE753";"ANNULAR SHOULDER"
"443";33;-40,056137;-64,57879;"annular_shroud";"ngram";1;"#BA2B7F";"ANNULAR SHROUD"
"444";20;14,072415;-32,929382;"annular_spacer";"ngram";1;"#BB10DD";"ANNULAR SPACER"
"445";18;0,19932745;-71,032875;"annular_stream";"ngram";1;"#BB9A34";"ANNULAR STREAM"
"446";33;-33,121628;-47,21169;"annular_support";"ngram";1;"#BA2B7F";"ANNULAR SUPPORT"
"447";4;-3,533366;-46,346684;"annular_trough";"ngram";1;"#E10291";"ANNULAR TROUGH"
"448";32;-16,994768;-49,78395;"annular_wall_portion";"ngram";1;"#BAE753";"ANNULAR WALL PORTION"
"449";37;23,33833;-69,29982;"anode_outlet";"ngram";1;"#BA3F2C";"ANODE OUTLET"
"450";40;56,50064;-9,958114;"anode_structure";"ngram";1;"#BA0DAE";"ANODE STRUCTURE"
"451";40;56,160023;-22,213839;"anodic_layer";"ngram";1;"#BA0DAE";"ANODIC LAYER"
"452";6;29,424374;28,48965;"anomalous_dispersion";"ngram";1;"#00A5E1";"ANOMALOUS DISPERSION"
"453";29;33,86888;56,098755;"antenna_array_element";"ngram";1;"#BB7C64";"ANTENNA ARRAY ELEMENT"
"454";29;33,792328;57,441555;"antenna_array_system";"ngram";1;"#BB7C64";"ANTENNA ARRAY SYSTEM"
"455";46;38,987953;40,384464;"antenna_construction";"ngram";1;"#BA22F4";"ANTENNA CONSTRUCTION"
"456";29;33,688465;58,91508;"antenna_controller";"ngram";1;"#BB7C64";"ANTENNA CONTROLLER"
"457";29;31,337866;60,37211;"antenna_diversity";"ngram";1;"#BB7C64";"ANTENNA DIVERSITY"
"458";46;44,468662;39,74992;"antenna_feed_point";"ngram";1;"#BA22F4";"ANTENNA FEED POINT"
"459";29;33,90653;58,1849;"antenna_interface";"ngram";1;"#BB7C64";"ANTENNA INTERFACE"
"460";46;43,744186;39,04476;"antenna_layer";"ngram";1;"#BA22F4";"ANTENNA LAYER"
"461";46;42,480663;38,688747;"antenna_pattern";"ngram";1;"#BA22F4";"ANTENNA PATTERN"
"462";44;29,375883;73,35568;"antenna_port";"ngram";1;"#BA215C";"ANTENNA PORT"
"463";46;43,695637;37,41439;"antenna_radiator";"ngram";1;"#BA22F4";"ANTENNA RADIATOR"
"464";21;29,648893;11,004619;"antenna_rod";"ngram";1;"#BB5509";"ANTENNA ROD"
"465";29;35,244087;57,335835;"antenna_signal";"ngram";1;"#BB7C64";"ANTENNA SIGNAL"
"466";46;43,227417;38,610905;"antenna_structure";"ngram";1;"#BA22F4";"ANTENNA STRUCTURE"
"467";28;-60,751095;-49,922546;"anti_ice_valve";"ngram";1;"#BB3739";"ANTI ICE VALVE"
"468";35;-42,330902;-25,698244;"anti_rotation_device";"ngram";1;"#BAC983";"ANTI ROTATION DEVICE"
"469";32;-26,015728;-41,2892;"anti_rotation_element";"ngram";1;"#BAE753";"ANTI ROTATION ELEMENT"
"470";32;-28,501093;-42,261562;"anti_rotation_feature";"ngram";1;"#BAE753";"ANTI ROTATION FEATURE"
"471";35;-29,982529;-28,087133;"anti_rotation_mechanism";"ngram";1;"#BAC983";"ANTI ROTATION MECHANISM"
"472";32;-22,87167;-33,050552;"anti_rotation_member";"ngram";1;"#BAE753";"ANTI ROTATION MEMBER"
"473";31;57,579334;-37,45494;"anti_wear_coating";"ngram";1;"#BAB5D5";"ANTI WEAR COATING"
"474";20;4,1023974;-27,335901;"aperture_boundary";"ngram";1;"#BB10DD";"APERTURE BOUNDARY"
"475";22;-13,918859;-34,689903;"aperture_end";"ngram";1;"#BBADE2";"APERTURE END"
"476";25;17,939293;13,176416;"aperture_plate";"ngram";1;"#BB68B6";"APERTURE PLATE"
"477";45;11,760364;5,04249;"apex_angle";"ngram";1;"#BA6687";"APEX ANGLE"
"478";22;-5,4647675;-27,048082;"apex_portion";"ngram";1;"#BBADE2";"APEX PORTION"
"479";34;10,040597;-14,219547;"apex_region";"ngram";1;"#BA8458";"APEX REGION"
"480";12;-26,04243;59,63794;"api_call";"ngram";1;"#A020F0";"API CALL"
"481";12;-25,018105;58,093964;"application";"ngram";1;"#A020F0";"APPLICATION"
"482";10;26,268326;-60,287476;"application_chamber";"ngram";1;"#E100A5";"APPLICATION CHAMBER"
"483";12;-29,777235;62,274967;"application_control_system";"ngram";1;"#A020F0";"APPLICATION CONTROL SYSTEM"
"484";1;-14,245226;61,983162;"application_control_unit";"ngram";1;"#54BD01";"APPLICATION CONTROL UNIT"
"485";23;-20,301407;66,723656;"application_interface";"ngram";1;"#BBF20D";"APPLICATION INTERFACE"
"486";20;9,316029;-39,039936;"application_member";"ngram";1;"#BB10DD";"APPLICATION MEMBER"
"487";23;-20,997618;69,93242;"application_module";"ngram";1;"#BBF20D";"APPLICATION MODULE"
"488";23;-19,915903;69,56684;"application_program";"ngram";1;"#BBF20D";"APPLICATION PROGRAM"
"489";23;-27,088957;70,76749;"application_session";"ngram";1;"#BBF20D";"APPLICATION SESSION"
"490";12;-26,813921;59,595577;"application_source_code";"ngram";1;"#A020F0";"APPLICATION SOURCE CODE"
"491";16;12,962826;60,663433;"application_specific_integrate_circuit";"ngram";1;"#BBFD30";"APPLICATION SPECIFIC INTEGRATE CIRCUIT"
"492";16;13,437364;59,484173;"application_specific_integrated_circuit";"ngram";1;"#BBFD30";"APPLICATION SPECIFIC INTEGRATED CIRCUIT"
"493";30;46,33424;-22,319542;"applied_pressure";"ngram";1;"#BA70AA";"APPLIED PRESSURE"
"494";9;34,869297;45,352383;"arbitrary_waveform";"ngram";1;"#008080";"ARBITRARY WAVEFORM"
"495";2;7,703037;-11,739389;"arc_shape";"ngram";1;"#0088AE";"ARC SHAPE"
"496";32;-28,32949;-41,85037;"arcuate_element";"ngram";1;"#BAE753";"ARCUATE ELEMENT"
"497";32;-28,895414;-42,865887;"arcuate_segment";"ngram";1;"#BAE753";"ARCUATE SEGMENT"
"498";1;-13,803273;63,091274;"area_information";"ngram";1;"#54BD01";"AREA INFORMATION"
"499";8;-37,701942;-9,295047;"arm_link";"ngram";1;"#FF69B4";"ARM LINK"
"500";39;56,383793;22,015417;"arm_signal";"ngram";1;"#BADC31";"ARM SIGNAL"
"501";19;-31,139221;0,4844402;"arm_structure";"ngram";1;"#BBDF60";"ARM STRUCTURE"
"502";43;-45,587685;16,346874;"armed_configuration";"ngram";1;"#BAF0DE";"ARMED CONFIGURATION"
"503";47;-28,99155;40,82411;"armed_mode";"ngram";1;"#BA671F";"ARMED MODE"
